board_state,macroboard,current_player,valid_moves,chosen_move,game_result,agent_level,move_number,final_result
"0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-1,-1,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,1,0","0,0,0,0,0,0,0,0,0",1,"9,11,13,14,15,16,17",14,0,Random,18,0
"0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-1,-1,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,1,0","0,0,0,0,0,0,0,0,0",-1,"45,46,49,52,53",49,0,Model,19,0
"0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-1,-1,-1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,1,0","0,0,0,0,0,-1,0,0,0",1,"36,37,38,39,40,42,44",36,0,Random,20,0
"0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,-1,-1,-1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,1,0","0,0,0,0,0,-1,0,0,0",-1,"0,1,2,3,4,5,6,7,8",2,0,Model,21,0
"0,0,-1,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,-1,-1,-1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,1,0","0,0,0,0,0,-1,0,0,0",1,"18,20,21,22,23,24,25,26",18,0,Random,22,0
"0,0,-1,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,-1,-1,-1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,1,0","0,0,0,0,0,-1,0,0,0",-1,"0,1,3,4,5,6,7,8",5,0,Model,23,0
"0,0,-1,0,0,-1,0,0,0,0,-1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,-1,-1,-1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,1,0","0,0,0,0,0,-1,0,0,0",1,"0,1,3,4,6,7,8,9,11,13,15,16,17,20,21,22,23,24,25,26,27,29,31,33,34,37,38,39,40,42,44,54,55,56,58,59,60,61,62,63,64,65,66,67,69,70,72,73,74,75,77,78,80",1,0,Random,24,0
"0,1,-1,0,0,-1,0,0,0,0,-1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,-1,-1,-1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,1,0","0,0,0,0,0,-1,0,0,0",-1,"9,11,13,15,16,17",13,0,Model,25,0
"0,1,-1,0,0,-1,0,0,0,0,-1,0,1,-1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,-1,-1,-1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,1,0","0,0,0,0,0,-1,0,0,0",1,"37,38,39,40,42,44",40,0,Random,26,0
"0,1,-1,0,0,-1,0,0,0,0,-1,0,1,-1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,-1,-1,-1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,1,0","0,0,0,0,0,-1,0,0,0",-1,"37,38,39,42,44",38,0,Model,27,0
"0,1,-1,0,0,-1,0,0,0,0,-1,0,1,-1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1,1,0,-1,0,1,1,0,1,0,0,0,-1,-1,-1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,1,0","0,0,0,0,0,-1,0,0,0",1,"20,21,22,23,24,25,26",20,0,Random,28,0
"0,1,-1,0,0,-1,0,0,0,0,-1,0,1,-1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1,1,0,-1,0,1,1,0,1,0,0,0,-1,-1,-1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,1,0","0,0,1,0,0,-1,0,0,0",-1,"0,3,4,6,7,8,9,11,15,16,17,27,29,31,33,34,37,39,42,44,54,55,56,58,59,60,61,62,63,64,65,66,67,69,70,72,73,74,75,77,78,80",80,0,Model,29,0
"0,1,-1,0,0,-1,0,0,0,0,-1,0,1,-1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1,1,0,-1,0,1,1,0,1,0,0,0,-1,-1,-1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,1,-1","0,0,1,0,0,-1,0,0,0",1,"72,73,74,75,77,78",74,0,Random,30,0
"0,1,-1,0,0,-1,0,0,0,0,-1,0,1,-1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1,1,0,-1,0,1,1,0,1,0,0,0,-1,-1,-1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,1,0,-1,0,0,1,-1","0,0,1,0,0,-1,0,0,0",-1,"0,3,4,6,7,8,9,11,15,16,17,27,29,31,33,34,37,39,42,44,54,55,56,58,59,60,61,62,63,64,65,66,67,69,70,72,73,75,77,78",60,0,Model,31,0
"0,1,-1,0,0,-1,0,0,0,0,-1,0,1,-1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1,1,0,-1,0,1,1,0,1,0,0,0,-1,-1,-1,1,-1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,1,0,-1,0,0,1,-1","0,0,1,0,0,-1,0,0,0",1,"54,55,56,58,59,61,62",58,0,Random,32,0
"0,1,-1,0,0,-1,0,0,0,0,-1,0,1,-1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1,1,0,-1,0,1,1,0,1,0,0,0,-1,-1,-1,1,-1,0,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,1,0,-1,0,0,1,-1","0,0,1,0,0,-1,0,0,0",-1,"37,39,42,44",42,0,Model,33,0
"0,1,-1,0,0,-1,0,0,0,0,-1,0,1,-1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1,1,0,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,1,0,-1,0,0,1,-1","0,0,1,0,0,-1,0,0,0",1,"54,55,56,59,61,62",56,0,Random,34,0
"0,1,-1,0,0,-1,0,0,0,0,-1,0,1,-1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1,1,0,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,1,0,-1,0,0,1,-1","0,0,1,0,0,-1,0,0,0",-1,"0,3,4,6,7,8,9,11,15,16,17,27,29,31,33,34,37,39,44,54,55,59,61,62,63,64,65,66,67,69,70,72,73,75,77,78",59,0,Model,35,0
"0,1,-1,0,0,-1,0,0,0,0,-1,0,1,-1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1,1,0,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,0,0,1,1,1,-1,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,1,0,-1,0,0,1,-1","0,0,1,0,0,-1,0,0,0",1,"0,3,4,6,7,8,9,11,15,16,17,27,29,31,33,34,37,39,44,54,55,61,62,63,64,65,66,67,69,70,72,73,75,77,78",6,0,Random,36,0
"0,1,-1,0,0,-1,1,0,0,0,-1,0,1,-1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1,1,0,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,0,0,1,1,1,-1,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,1,0,-1,0,0,1,-1","0,0,1,0,0,-1,0,0,0",-1,"54,55,61,62",54,0,Model,37,0
"0,1,-1,0,0,-1,1,0,0,0,-1,0,1,-1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1,1,0,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,-1,0,1,1,1,-1,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,1,0,-1,0,0,1,-1","0,0,1,0,0,-1,0,0,0",1,"0,3,4,7,8",0,0,Random,38,0
"1,1,-1,0,0,-1,1,0,0,0,-1,0,1,-1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1,1,0,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,-1,0,1,1,1,-1,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,1,0,-1,0,0,1,-1","0,0,1,0,0,-1,0,0,0",-1,"3,4,7,8",3,0,Model,39,0
"1,1,-1,-1,0,-1,1,0,0,0,-1,0,1,-1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1,1,0,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,-1,0,1,1,1,-1,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,1,0,-1,0,0,1,-1","0,0,1,0,0,-1,0,0,0",1,"27,29,31,33,34",33,0,Random,40,0
"1,1,-1,-1,0,-1,1,0,0,0,-1,0,1,-1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,1,0,1,1,0,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,-1,0,1,1,1,-1,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,1,0,-1,0,0,1,-1","0,0,1,0,0,-1,0,0,0",-1,"55,61,62",55,0,Model,41,0
"1,1,-1,-1,0,-1,1,0,0,0,-1,0,1,-1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,1,0,1,1,0,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,-1,-1,1,1,1,-1,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,1,0,-1,0,0,1,-1","0,0,1,0,0,-1,0,0,0",1,"9,11,15,16,17",16,0,Random,42,0
"1,1,-1,-1,0,-1,1,0,0,0,-1,0,1,-1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,1,0,1,1,0,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,-1,-1,1,1,1,-1,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,1,0,-1,0,0,1,-1","0,0,1,0,0,-1,0,0,0",-1,"63,64,65,66,67,69,70",63,0,Model,43,0
"1,1,-1,-1,0,-1,1,0,0,0,-1,0,1,-1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,1,0,1,1,0,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,-1,-1,1,1,1,-1,-1,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,1,0,-1,0,0,1,-1","0,0,1,0,0,-1,0,0,0",1,"4,7,8",7,0,Random,44,0
"1,1,-1,-1,0,-1,1,1,0,0,-1,0,1,-1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,1,0,1,1,0,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,-1,-1,1,1,1,-1,-1,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,1,0,-1,0,0,1,-1","0,0,1,0,0,-1,0,0,0",-1,"64,65,66,67,69,70",64,0,Model,45,0
"1,1,-1,-1,0,-1,1,1,0,0,-1,0,1,-1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,1,0,1,1,0,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,-1,-1,1,1,1,-1,-1,0,0,-1,-1,0,0,0,-1,0,0,-1,0,0,1,0,-1,0,0,1,-1","0,0,1,0,0,-1,0,0,0",1,"9,11,15,17",9,0,Random,46,0
"1,1,-1,-1,0,-1,1,1,0,1,-1,0,1,-1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,1,0,1,1,0,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,-1,-1,1,1,1,-1,-1,0,0,-1,-1,0,0,0,-1,0,0,-1,0,0,1,0,-1,0,0,1,-1","0,0,1,0,0,-1,0,0,0",-1,"4,8",4,0,Model,47,0
"1,1,-1,-1,-1,-1,1,1,0,1,-1,0,1,-1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,1,0,1,1,0,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,-1,-1,1,1,1,-1,-1,0,0,-1,-1,0,0,0,-1,0,0,-1,0,0,1,0,-1,0,0,1,-1","-1,0,1,0,0,-1,0,0,0",1,"37,39,44",37,0,Random,48,0
"1,1,-1,-1,-1,-1,1,1,0,1,-1,0,1,-1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,1,0,1,1,1,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,-1,-1,1,1,1,-1,-1,0,0,-1,-1,0,0,0,-1,0,0,-1,0,0,1,0,-1,0,0,1,-1","-1,0,1,0,1,-1,0,0,0",-1,"11,15,17",17,0,Model,49,0
"1,1,-1,-1,-1,-1,1,1,0,1,-1,0,1,-1,1,0,1,-1,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,1,0,1,1,1,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,-1,-1,1,1,1,-1,-1,0,0,-1,-1,0,0,0,-1,0,0,-1,0,0,1,0,-1,0,0,1,-1","-1,0,1,0,1,-1,0,0,0",1,"72,73,75,77,78",77,0,Random,50,0
"1,1,-1,-1,-1,-1,1,1,0,1,-1,0,1,-1,1,0,1,-1,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,1,0,1,1,1,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,-1,-1,1,1,1,-1,-1,0,0,-1,-1,0,0,0,-1,0,0,-1,0,0,1,0,-1,1,0,1,-1","-1,0,1,0,1,-1,0,0,0",-1,"11,15,27,29,31,34,61,62,65,66,67,69,70,72,73,75,78",75,0,Model,51,0
"1,1,-1,-1,-1,-1,1,1,0,1,-1,0,1,-1,1,0,1,-1,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,1,0,1,1,1,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,-1,-1,1,1,1,-1,-1,0,0,-1,-1,0,0,0,-1,0,0,-1,0,0,1,-1,-1,1,0,1,-1","-1,0,1,0,1,-1,0,0,0",1,"27,29,31,34",34,0,Random,52,0
"1,1,-1,-1,-1,-1,1,1,0,1,-1,0,1,-1,1,0,1,-1,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,1,1,1,1,1,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,-1,-1,1,1,1,-1,-1,0,0,-1,-1,0,0,0,-1,0,0,-1,0,0,1,-1,-1,1,0,1,-1","-1,0,1,1,1,-1,0,0,0",-1,"65,66,67,69,70",69,0,Model,53,0
"1,1,-1,-1,-1,-1,1,1,0,1,-1,0,1,-1,1,0,1,-1,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,1,1,1,1,1,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,-1,-1,1,1,1,-1,-1,0,0,-1,-1,0,0,0,-1,-1,0,-1,0,0,1,-1,-1,1,0,1,-1","-1,0,1,1,1,-1,0,0,0",1,"61,62",61,0,Random,54,0
"1,1,-1,-1,-1,-1,1,1,0,1,-1,0,1,-1,1,0,1,-1,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,1,1,1,1,1,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,-1,-1,1,1,1,-1,-1,1,0,-1,-1,0,0,0,-1,-1,0,-1,0,0,1,-1,-1,1,0,1,-1","-1,0,1,1,1,-1,0,0,0",-1,"65,66,67,70",66,0,Model,55,0
"1,1,-1,-1,-1,-1,1,1,0,1,-1,0,1,-1,1,0,1,-1,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,1,1,1,1,1,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,-1,-1,1,1,1,-1,-1,1,0,-1,-1,0,-1,0,-1,-1,0,-1,0,0,1,-1,-1,1,0,1,-1","-1,0,1,1,1,-1,0,-1,0",1,"11,15,62,72,73,78",72,0,Random,56,0
"1,1,-1,-1,-1,-1,1,1,0,1,-1,0,1,-1,1,0,1,-1,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,1,1,1,1,1,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,-1,-1,1,1,1,-1,-1,1,0,-1,-1,0,-1,0,-1,-1,0,-1,1,0,1,-1,-1,1,0,1,-1","-1,0,1,1,1,-1,0,-1,0",-1,"11,15,62,73,78",11,0,Model,57,0
"1,1,-1,-1,-1,-1,1,1,0,1,-1,-1,1,-1,1,0,1,-1,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,1,1,1,1,1,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,-1,-1,1,1,1,-1,-1,1,0,-1,-1,0,-1,0,-1,-1,0,-1,1,0,1,-1,-1,1,0,1,-1","-1,0,1,1,1,-1,0,-1,0",1,"15,62,73,78",73,0,Random,58,0
"1,1,-1,-1,-1,-1,1,1,0,1,-1,-1,1,-1,1,0,1,-1,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,1,1,1,1,1,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,-1,-1,1,1,1,-1,-1,1,0,-1,-1,0,-1,0,-1,-1,0,-1,1,1,1,-1,-1,1,0,1,-1","-1,0,1,1,1,-1,0,-1,1",-1,15,15,0,Model,59,0
"1,1,-1,-1,-1,-1,1,1,0,1,-1,-1,1,-1,1,-1,1,-1,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,1,1,1,1,1,-1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,0,0,-1,-1,1,1,1,-1,-1,1,0,-1,-1,0,-1,0,-1,-1,0,-1,1,1,1,-1,-1,1,0,1,-1","-1,-1,1,1,1,-1,0,-1,1",1,62,62,0,Random,60,0
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",0,0,Hard,0,0
"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"1,2,3,4,5,6,7,8",6,0,MCTS,1,0
"1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"54,55,56,57,58,59,60,61,62",54,0,Hard,2,0
"1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"1,2,3,4,5,7,8",2,0,MCTS,3,0
"1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"18,19,20,21,22,23,24,25,26",19,0,Hard,4,0
"1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"9,10,11,12,13,14,15,16,17",11,0,MCTS,5,0
"1,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"18,20,21,22,23,24,25,26",20,0,Hard,6,0
"1,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"18,21,22,23,24,25,26",18,0,MCTS,7,0
"1,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"1,3,4,5,7,8",1,0,Hard,8,0
"1,1,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"9,10,12,13,14,15,16,17",17,0,MCTS,9,0
"1,1,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"72,73,74,75,76,77,78,79,80",74,0,Hard,10,0
"1,1,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"21,22,23,24,25,26",26,0,MCTS,11,0
"1,1,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,-1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"72,73,75,76,77,78,79,80",75,0,Hard,12,0
"1,1,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,-1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"27,28,29,30,31,32,33,34,35",32,0,MCTS,13,0
"1,1,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,-1,1,1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"45,46,47,48,49,50,51,52,53",48,0,Hard,14,0
"1,1,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,-1,1,1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"27,28,29,30,31,33,34,35",28,0,MCTS,15,0
"1,1,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,-1,1,1,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"9,10,12,13,14,15,16",12,0,Hard,16,0
